Mod:Item:MetaData, Localized Name
ic2:resource:6, Copper Block
ic2:resource:9, Tin Block
ic2:resource:10, Uranium Block
ic2:resource:11, Reinforced Stone
ic2:resource:12, Basic Machine Casing
ic2:resource:13, Advanced Machine Casing
ic2:leaves, ic2.leaves.name
ic2:rubber_wood, ic2.rubber_wood.name
ic2:sapling, ic2.sapling.rubber.name
ic2:scaffold:0, Scaffold
ic2:scaffold:1, Reinforced Scaffold
ic2:scaffold:2, Iron Scaffold
ic2:scaffold:3, Reinforced Iron Scaffold
ic2:fence:0, Iron Fence
ic2:sheet:0, Resin Sheet
ic2:sheet:1, Rubber Sheet
ic2:glass:0, Reinforced Glass
ic2:foam:0, Construction Foam
ic2:foam:1, Reinforced Construction Foam
ic2:wall:0, Construction Foam Wall (Black)
ic2:wall:1, Construction Foam Wall (Blue)
ic2:wall:2, Construction Foam Wall (Brown)
ic2:wall:3, Construction Foam Wall (Cyan)
ic2:wall:4, Construction Foam Wall (Gray)
ic2:wall:5, Construction Foam Wall (Green)
ic2:wall:6, Construction Foam Wall (Light Blue)
ic2:wall:7, Construction Foam Wall (Light Gray)
ic2:wall:8, Construction Foam Wall (Lime)
ic2:wall:9, Construction Foam Wall (Magenta)
ic2:wall:10, Construction Foam Wall (Orange)
ic2:wall:11, Construction Foam Wall (Pink)
ic2:wall:12, Construction Foam Wall (Purple)
ic2:wall:13, Construction Foam Wall (Red)
ic2:wall:14, Construction Foam Wall (White)
ic2:wall:15, Construction Foam Wall (Yellow)
ic2:mining_pipe:0, Mining Pipe
ic2:reinforced_door, ic2.reinforced_door.name
ic2:refractory_bricks, ic2.refractory_bricks.name
ic2:uu_matter, ic2.uu_matter.name
ic2:construction_foam, ic2.construction_foam.name
ic2:coolant, ic2.coolant.name
ic2:creosote, ic2.creosote.name
ic2:hot_coolant, ic2.hot_coolant.name
ic2:pahoehoe_lava, ic2.pahoehoe_lava.name
ic2:biomass, ic2.biomass.name
ic2:biogas, ic2.biogas.name
ic2:distilled_water, ic2.distilled_water.name
ic2:superheated_steam, ic2.superheated_steam.name
ic2:steam, ic2.steam.name
ic2:hot_water, ic2.hot_water.name
ic2:weed_ex, ic2.weed_ex.name
ic2:air, ic2.air.name
ic2:hydrogen, ic2.hydrogen.name
ic2:oxygen, ic2.oxygen.name
ic2:heavy_water, ic2.heavy_water.name
ic2:milk, ic2.milk.name
ic2:advanced_batpack, ic2.advanced_batpack.name
ic2:alloy_chestplate, ic2.alloy_chestplate.name
ic2:batpack, ic2.batpack.name
ic2:bronze_boots, ic2.bronze_boots.name
ic2:bronze_chestplate, ic2.bronze_chestplate.name
ic2:bronze_helmet, ic2.bronze_helmet.name
ic2:bronze_leggings, ic2.bronze_leggings.name
ic2:cf_pack, ic2.cf_pack.name
ic2:energy_pack, ic2.energy_pack.name
ic2:hazmat_chestplate, ic2.hazmat_chestplate.name
ic2:hazmat_helmet, ic2.hazmat_helmet.name
ic2:hazmat_leggings, ic2.hazmat_leggings.name
ic2:jetpack, ic2.jetpack.name
ic2:jetpack_electric, ic2.jetpack_electric.name
ic2:lappack, ic2.lappack.name
ic2:nano_boots, ic2.nano_boots.name
ic2:nano_chestplate, ic2.nano_chestplate.name
ic2:nano_helmet, ic2.nano_helmet.name
ic2:nano_leggings, ic2.nano_leggings.name
ic2:nightvision_goggles, ic2.nightvision_goggles.name
ic2:quantum_boots, ic2.quantum_boots.name
ic2:quantum_chestplate, ic2.quantum_chestplate.name
ic2:quantum_helmet, ic2.quantum_helmet.name
ic2:quantum_leggings, ic2.quantum_leggings.name
ic2:rubber_boots, ic2.rubber_boots.name
ic2:solar_helmet, ic2.solar_helmet.name
ic2:static_boots, ic2.static_boots.name
ic2:boat:0, Damaged Rubber Dinghy
ic2:boat:1, Rubber Dinghy
ic2:boat:2, Carbon Fiber Canoe
ic2:boat:3, Electric Boat
ic2:barrel, ic2.barrel.name
ic2:mug:0, Stone Mug
ic2:mug:1, Cold Coffee
ic2:mug:2, Dark Coffee
ic2:mug:3, Coffee
ic2:booze_mug, ic2.booze_mug.name
ic2:dust:0, Bronze Dust
ic2:dust:1, Clay Dust
ic2:dust:2, Coal Dust
ic2:dust:3, Hydrated Coal Dust
ic2:dust:4, Copper Dust
ic2:dust:7, Gold Dust
ic2:dust:8, Iron Dust
ic2:dust:14, Silver Dust
ic2:dust:17, Tin Dust
ic2:dust:21, Tiny Pile of Iron Dust
ic2:ingot:0, Mixed Metal Ingot
ic2:ingot:1, Bronze Ingot
ic2:ingot:2, Copper Ingot
ic2:ingot:6, Tin Ingot
ic2:ingot:7, Refined Iron
ic2:ingot:8, Refined Uranium
ic2:plate:10, Dense Copper Plate
ic2:nuclear:0, Enriched Uranium Nuclear Fuel
ic2:nuclear:17, Near-depleted Uranium
ic2:nuclear:18, Re-Enriched Uranium
ic2:misc_resource:1, Iridium Ore
ic2:misc_resource:3, UU-Matter
ic2:misc_resource:4, Sticky Resin
ic2:misc_resource:7, Water
ic2:misc_resource:8, Lava
ic2:crafting:0, Rubber
ic2:crafting:1, Electronic Circuit
ic2:crafting:2, Advanced Circuit
ic2:crafting:3, Advanced Alloy
ic2:crafting:4, Iridium Reinforced Plate
ic2:crafting:9, Fuel Rod (Empty)
ic2:crafting:10, Tin Can
ic2:crafting:13, Raw Carbon Fibre
ic2:crafting:14, Raw Carbon Mesh
ic2:crafting:15, Carbon Plate
ic2:crafting:16, Coal Ball
ic2:crafting:17, Compressed Coal Ball
ic2:crafting:18, Coal Chunk
ic2:crafting:19, Industrial Diamond
ic2:crafting:20, Plantball
ic2:crafting:39, Compressed Plants
ic2:crafting:21, Bio Chaff
ic2:crafting:22, H. Coal
ic2:crafting:23, Scrap
ic2:crafting:24, Scrap Box
ic2:crafting:26, CF Pellet
ic2:crafting:38, Industrial Credit
ic2:crafting:40, (Empty) Fuel Can
ic2:crop_stick, ic2.crop_stick.name
ic2:crop_res:0, Coffee Beans
ic2:crop_res:1, Coffee Powder
ic2:crop_res:2, Fertilizer
ic2:crop_res:3, Grin Powder
ic2:crop_res:4, Hops
ic2:crop_res:6, Milk Wart
ic2:crop_res:7, Oil Berry
ic2:crop_res:8, Bobs-Yer-Uncle-Ranks Berry
ic2:terra_wart, ic2.terra_wart.name
ic2:cropnalyzer, ic2.cropnalyzer.name
ic2:re_battery, ic2.re_battery.name
ic2:advanced_re_battery, ic2.advanced_re_battery.name
ic2:energy_crystal, ic2.energy_crystal.name
ic2:lapotron_crystal, ic2.lapotron_crystal.name
ic2:single_use_battery, ic2.single_use_battery.name
ic2:charging_re_battery, ic2.charging_re_battery.name
ic2:advanced_charging_re_battery, ic2.advanced_charging_re_battery.name
ic2:charging_energy_crystal, ic2.charging_energy_crystal.name
ic2:charging_lapotron_crystal, ic2.charging_lapotron_crystal.name
ic2:heat_storage, ic2.heat_storage.name
ic2:tri_heat_storage, ic2.tri_heat_storage.name
ic2:hex_heat_storage, ic2.hex_heat_storage.name
ic2:plating, ic2.plating.name
ic2:heat_plating, ic2.heat_plating.name
ic2:containment_plating, ic2.containment_plating.name
ic2:heat_exchanger, ic2.heat_exchanger.name
ic2:reactor_heat_exchanger, ic2.reactor_heat_exchanger.name
ic2:component_heat_exchanger, ic2.component_heat_exchanger.name
ic2:advanced_heat_exchanger, ic2.advanced_heat_exchanger.name
ic2:heat_vent, ic2.heat_vent.name
ic2:reactor_heat_vent, ic2.reactor_heat_vent.name
ic2:overclocked_heat_vent, ic2.overclocked_heat_vent.name
ic2:component_heat_vent, ic2.component_heat_vent.name
ic2:advanced_heat_vent, ic2.advanced_heat_vent.name
ic2:neutron_reflector, ic2.neutron_reflector.name
ic2:thick_neutron_reflector, ic2.thick_neutron_reflector.name
ic2:iridium_reflector, ic2.iridium_reflector.name
ic2:rsh_condensator, ic2.rsh_condensator.name
ic2:lzh_condensator, ic2.lzh_condensator.name
ic2:heatpack, ic2.heatpack.name
ic2:uranium_fuel_rod, ic2.uranium_fuel_rod.name
ic2:dual_uranium_fuel_rod, ic2.dual_uranium_fuel_rod.name
ic2:quad_uranium_fuel_rod, ic2.quad_uranium_fuel_rod.name
ic2:mox_fuel_rod, ic2.mox_fuel_rod.name
ic2:dual_mox_fuel_rod, ic2.dual_mox_fuel_rod.name
ic2:quad_mox_fuel_rod, ic2.quad_mox_fuel_rod.name
ic2:lithium_fuel_rod, ic2.lithium_fuel_rod.name
ic2:depleted_isotope_fuel_rod, ic2.depleted_isotope_fuel_rod.name
ic2:tfbp:0, TFBP - Empty
ic2:tfbp:1, TFBP - Chilling
ic2:tfbp:2, TFBP - Cultivation
ic2:tfbp:3, TFBP - Desertification
ic2:tfbp:4, TFBP - Flatification
ic2:tfbp:5, TFBP - Irrigation
ic2:tfbp:6, TFBP - Mushroom
ic2:bronze_axe, ic2.bronze_axe.name
ic2:bronze_hoe, ic2.bronze_hoe.name
ic2:bronze_pickaxe, ic2.bronze_pickaxe.name
ic2:bronze_shovel, ic2.bronze_shovel.name
ic2:bronze_sword, ic2.bronze_sword.name
ic2:cutter, ic2.cutter.name
ic2:debug_item, ic2.debug_item.name
ic2:foam_sprayer, ic2.foam_sprayer.name
ic2:forge_hammer, ic2.forge_hammer.name
ic2:frequency_transmitter, ic2.frequency_transmitter.name
ic2:meter, ic2.meter.name
ic2:tool_box, ic2.tool_box.name
ic2:treetap, ic2.treetap.name
ic2:wrench, ic2.wrench.name
ic2:wrench_new, ic2.wrench_new.name
ic2:crowbar, ic2.crowbar.name
ic2:containment_box, ic2.containment_box.name
ic2:weeding_trowel, ic2.weeding_trowel.name
ic2:crop_seed_bag, ic2.crop_seed_bag.name
ic2:advanced_scanner, ic2.advanced_scanner.name
ic2:chainsaw, ic2.chainsaw.name
ic2:diamond_drill, ic2.diamond_drill.name
ic2:drill, ic2.drill.name
ic2:electric_hoe, ic2.electric_hoe.name
ic2:electric_treetap, ic2.electric_treetap.name
ic2:electric_wrench, ic2.electric_wrench.name
ic2:iridium_drill, ic2.iridium_drill.name
ic2:mining_laser, ic2.mining_laser.name
ic2:nano_saber, ic2.nano_saber.name
ic2:obscurator, ic2.obscurator.name
ic2:scanner, ic2.scanner.name
ic2:wind_meter, ic2.wind_meter.name
ic2:painter:0, Painter
ic2:painter:0, Black Painter
ic2:painter:0, Blue Painter
ic2:painter:0, Brown Painter
ic2:painter:0, Cyan Painter
ic2:painter:0, Dark Grey Painter
ic2:painter:0, Green Painter
ic2:painter:0, Light Blue Painter
ic2:painter:0, Light Grey Painter
ic2:painter:0, Lime Painter
ic2:painter:0, Magenta Painter
ic2:painter:0, Orange Painter
ic2:painter:0, Pink Painter
ic2:painter:0, Purple Painter
ic2:painter:0, Red Painter
ic2:painter:0, White Painter
ic2:painter:0, Yellow Painter
ic2:cell:0, Empty Cell
ic2:cell:1, Water Cell
ic2:cell:2, Lava Cell
ic2:cell:3, Compressed Air Cell
ic2:cell:4, Electrolyzed Water Cell
ic2:cell:5, Biofuel Cell
ic2:cell:6, Coalfuel Cell
ic2:cell:7, Bio Cell
ic2:cell:8, H. Coal Cell
ic2:cell:9, Weed-EX
ic2:cell:10, Hydration Cell
ic2:cable:0, Copper Cable
ic2:cable:0, Insulated Copper Cable
ic2:cable:1, Glass Fibre Cable
ic2:cable:2, Gold Cable
ic2:cable:2, Insulated Gold Cable
ic2:cable:2, 2x Ins. Gold Cable
ic2:cable:3, HV Cable
ic2:cable:3, Insulated HV Cable
ic2:cable:3, 2x Ins. HV Cable
ic2:cable:3, 3x Ins. HV Cable
ic2:cable:4, Tin Cable
ic2:cable:5, EU-Detector Cable
ic2:cable:6, EU-Splitter Cable
ic2:upgrade:0, Overclocker Upgrade
ic2:upgrade:1, Transformer Upgrade
ic2:upgrade:2, Energy Storage Upgrade
ic2:upgrade:3, Redstone Signal Inverter Upgrade
ic2:upgrade:4, Ejector Upgrade
ic2:upgrade:6, Pulling Upgrade
ic2:upgrade:8, Fluid Ejector Upgrade
ic2:upgrade:9, Fluid Pulling Upgrade
ic2:filled_tin_can, ic2.filled_tin_can.name
ic2:filled_fuel_can, ic2.filled_fuel_can.name
ic2:iodine_tablet, ic2.iodine_tablet.name
ic2:crystal_memory, ic2.crystal_memory.name
ic2:rotor_wood, ic2.rotor_wood.name
ic2:rotor_bronze, ic2.rotor_bronze.name
ic2:rotor_iron, ic2.rotor_iron.name
ic2:rotor_steel, ic2.rotor_steel.name
ic2:rotor_carbon, ic2.rotor_carbon.name
ic2:dynamite, ic2.dynamite.name
ic2:dynamite_sticky, ic2.dynamite_sticky.name
ic2:remote, ic2.remote.name
ic2:pipe:0, Tiny Bronze Pipe
ic2:pipe:0, Small Bronze Pipe
ic2:pipe:0, Medium Bronze Pipe
ic2:pipe:0, Large Bronze Pipe
ic2:pipe:1, Tiny Steel Pipe
ic2:pipe:1, Small Steel Pipe
ic2:pipe:1, Medium Steel Pipe
ic2:pipe:1, Large Steel Pipe
ic2:cover:0, Pump Attachment (LV)
ic2:cover:1, Pump Attachment (MV)
ic2:coke, ic2.coke.name
advanced_machines:sharp_plate, advanced_machines.sharp_plate.name
advanced_solar_panels:advancedsolarhelmet, advanced_solar_panels.solar_helmets.advanced.name
advanced_solar_panels:hybridsolarhelmet, advanced_solar_panels.solar_helmets.hybrid.name
advanced_solar_panels:ultimatesolarhelmet, advanced_solar_panels.solar_helmets.ultimate.name
advanced_solar_panels:crafting:0, Sunnarium
advanced_solar_panels:crafting:1, Sunnarium Part
advanced_solar_panels:crafting:2, Sunnarium Alloy
advanced_solar_panels:crafting:3, Irradiant Uranium
advanced_solar_panels:crafting:4, Enriched Sunnarium
advanced_solar_panels:crafting:5, Sunnarium Alloy
advanced_solar_panels:crafting:6, Irradiant Glass Pane
advanced_solar_panels:crafting:7, Iridium-Iron Plate
advanced_solar_panels:crafting:8, Reinforced Iridium Iron Plate
advanced_solar_panels:crafting:9, Irradiant Reinforced Plate
advanced_solar_panels:crafting:10, Iridium Ingot
advanced_solar_panels:crafting:11, Uranium Ingot
advanced_solar_panels:crafting:12, MT Core
advanced_solar_panels:crafting:13, Quantum Core
advanced_solar_panels:double_stone_slab, Stone Slab
ae2stuff:grower, Crystal Growth Chamber
ae2stuff:inscriber, Advanced Inscriber
ae2stuff:wireless, Wireless Connector
ae2stuff:wireless_kit, Wireless Setup Kit
ae2stuff:visualiser, Network Visualisation Tool
forestry:fertilizer_bio, Compost
forestry:fertilizer_compound, Fertilizer
forestry:apatite, Apatite
forestry:research_note, %s's Notes
forestry:portable_alyzer, Portable Analyzer
forestry:ingot_copper, Copper Ingot
forestry:ingot_tin, Tin Ingot
forestry:ingot_bronze, Bronze Ingot
forestry:wrench, Wrench
forestry:pipette, Pipette
forestry:sturdy_machine, Sturdy Casing
forestry:hardened_machine, Hardened Casing
forestry:impregnated_casing, Impregnated Casing
forestry:flexible_casing, Flexible Casing
forestry:crafting_material:0, Pulsating Dust
forestry:crafting_material:1, Pulsating Mesh
forestry:crafting_material:2, Silk Wisp
forestry:crafting_material:3, Woven Silk
forestry:crafting_material:4, Dissipation Charge
forestry:crafting_material:5, Ice Shard
forestry:crafting_material:6, Scented Paneling
forestry:crafting_material:7, Camouflaged Paneling
forestry:naturalist_helmet, Spectacles
forestry:peat, Peat
forestry:ash, Ash
forestry:bituminous_peat, Bituminous Peat
forestry:gear_bronze, Bronze Gear
forestry:gear_copper, Copper Gear
forestry:gear_tin, Tin Gear
forestry:chipsets:0, Basic Circuit Board
forestry:chipsets:1, Enhanced Circuit Board
forestry:chipsets:2, Refined Circuit Board
forestry:chipsets:3, Intricate Circuit Board
forestry:soldering_iron, Soldering Iron
forestry:carton, Carton
forestry:oak_stick, Impregnated Stick
forestry:wood_pulp, Wood Pulp
forestry:broken_bronze_pickaxe, Broken Pickaxe
forestry:broken_bronze_shovel, Broken Shovel
forestry:bronze_pickaxe, Survivalist's Pickaxe
forestry:bronze_shovel, Survivalist's Shovel
forestry:kit_shovel, Shovel Kit
forestry:kit_pickaxe, Pickaxe Kit
forestry:mouldy_wheat, Mouldy Wheat
forestry:decaying_wheat, Decaying Wheat
forestry:mulch, Mulch
forestry:iodine_capsule, Iodine Capsule
forestry:phosphor, Phosphor
forestry:beeswax, Beeswax
forestry:refractory_wax, Refractory Wax
forestry:fruits:0, Cherry
forestry:fruits:1, Walnut
forestry:fruits:2, Chestnut
forestry:fruits:3, Lemon
forestry:fruits:4, Plum
forestry:fruits:5, Date
forestry:fruits:6, Papaya
forestry:analyzer:0, Analyzer
forestry:escritoire:0, Escritoire
forestry:bog_earth:0, Bog Earth
forestry:humus:0, Humus
forestry:resources:0, Apatite Ore
forestry:resources:1, Copper Ore
forestry:resources:2, Tin Ore
forestry:resource_storage:0, Block of Apatite
forestry:resource_storage:1, Block of Copper
forestry:resource_storage:2, Block of Tin
forestry:resource_storage:3, Block of Bronze
forestry:ash_brick:0, Ash Bricks
forestry:ash_stairs:0, Ash Brick Stairs
forestry:engine_peat:0, Peat-fired Engine
forestry:engine_biogas:0, Biogas Engine
forestry:engine_clockwork:0, Clockwork Engine
forestry:fluid.bio.ethanol, Ethanol
forestry:fluid.biomass, Biomass
forestry:fluid.glass, Liquid Glass
forestry:fluid.for.honey, Honey
forestry:fluid.ice, Crushed Ice
forestry:fluid.juice, Fruit Juice
forestry:fluid.milk, Milk
forestry:fluid.seed.oil, Seed Oil
forestry:fluid.short.mead, Short Mead
forestry:can, item.for.can.name
forestry:capsule, item.for.capsule.name
forestry:refractory, item.for.refractory.name
forestry:crate, Crate
forestry:habitat_locator, Habitat Locator
forestry:imprinter, Imprinter
forestry:cart.beehouse:0, Minecart with Bee House
forestry:cart.beehouse:1, Minecart with Apiary
forestry:frame_untreated, Untreated Frame
forestry:frame_impregnated, Impregnated Frame
forestry:frame_proven, Proven Frame
forestry:honey_drop:0, Honey Drop
forestry:pollen:0, Pollen Cluster
forestry:pollen:1, Crystalline Pollen Cluster
forestry:propolis:0, Propolis
forestry:propolis:1, Sticky Propolis
forestry:propolis:3, Silky Propolis
forestry:honeydew, Honeydew
forestry:royal_jelly, Royal Jelly
forestry:wax_cast, Wax Cast
forestry:bee_combs:0, Honey Comb
forestry:bee_combs:2, Simmering Comb
forestry:bee_combs:3, Stringy Comb
forestry:bee_combs:4, Frozen Comb
forestry:bee_combs:5, Dripping Comb
forestry:bee_combs:6, Silky Comb
forestry:bee_combs:7, Parched Comb
forestry:bee_combs:15, Mossy Comb
forestry:bee_combs:16, Mellow Comb
forestry:apiarist_helmet, Apiarist's Hat
forestry:apiarist_chest, Apiarist's Shirt
forestry:apiarist_legs, Apiarist's Pants
forestry:apiarist_boots, Apiarist's Shoes
forestry:scoop, Scoop
forestry:smoker, Bee Smoker
forestry:apiary:0, Apiary
forestry:bee_house:0, Bee House
forestry:bee_chest:0, Apiarist's Chest
forestry:beehives:0, Forest Hive
forestry:beehives:1, Meadows Hive
forestry:beehives:2, Modest Hive
forestry:beehives:3, Tropical Hive
forestry:beehives:4, Ender Hive
forestry:beehives:5, Wintry Hive
forestry:beehives:6, Marshy Hive
forestry:candle:0, Unlit Candle
forestry:stump:0, Candle Stump
forestry:bee_combs_0:0, Honey Comb Block
forestry:bee_combs_0:2, Simmering Comb Block
forestry:bee_combs_0:3, Stringy Comb Block
forestry:bee_combs_0:4, Frozen Comb Block
forestry:bee_combs_0:5, Dripping Comb Block
forestry:bee_combs_0:6, Silky Comb Block
forestry:bee_combs_0:7, Parched Comb Block
forestry:bee_combs_0:15, Mossy Comb Block
forestry:bee_combs_1:0, Mellow Comb Block
forestry:alveary.plain:0, Alveary
forestry:alveary.swarmer:0, Alveary Swarmer
forestry:alveary.fan:0, Alveary Fan
forestry:alveary.heater:0, Alveary Heater
forestry:alveary.hygro:0, Alveary Hygroregulator
forestry:alveary.stabiliser:0, Alveary Stabiliser
forestry:alveary.sieve:0, Alveary Sieve
forestry:stamps:0, Stamp (1n)
forestry:stamps:1, Stamp (2n)
forestry:stamps:2, Stamp (5n)
forestry:stamps:3, Stamp (10n)
forestry:stamps:4, Stamp (20n)
forestry:stamps:5, Stamp (50n)
forestry:stamps:6, Stamp (100n)
forestry:letters, Letter
forestry:catalogue, Catalogue
forestry:mailbox:0, Mailbox
forestry:trade_station:0, Trade Station
forestry:stamp_collector:0, Stamp Collector
forestry:book_forester, Forester's Manual
forestry:genetic_filter:0, Genetic Filter
forestry:worktable:0, Worktable
forestry:charcoal:0, Block of Charcoal
forestry:wood_pile:0, Wood Pile
forestry:wood_pile_decorative:0, Decorative Wood Pile
forestry:ash_block_0:0, Ash Block
forestry:ash_block_1:0, Ash Block
forestry:ash_block_2:0, Ash Block
forestry:ash_block_3:0, Ash Block
forestry:loam:0, Loam
forestry:honeyed_slice, Honeyed Slice
forestry:ambrosia, Ambrosia
forestry:honey_pot, Honey Pot
forestry:mushroom:0, tile.for.mushroom.name
forestry:mushroom:1, tile.for.mushroom.name
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:2, Farm Gearbox
